"study.doi","year.of.publication","group","species","continent","driver","driver.type","stage.age","vital.rates","sens","gen.time","n.vr","n.pam","dens","biotic_interactions","mat","lambda.sim","study.length"
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0804987635099417,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0472718012690477,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0331182168574354,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0251265934489525,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.161350984851054,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0764509099001824,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0393723496988849,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0429680870789696,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0317086022984154,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0292687260693331,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0329005585365296,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0264780177713608,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0256341524760277,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0829604977468691,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0292099018692468,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0269994733265161,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0299226743065499,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0182621136869391,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0524536044661285,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0804017344514083,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.029844141139595,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0111376101360544,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0472406120038582,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.02400483878606,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0281074114661043,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0145075743775963,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0159275865098532,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0477478897308978,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0227480745402415,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0137999603634181,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.066426057901502,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0439188663163604,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0248029084986143,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0311887127889188,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0223341948005394,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0224544928968176,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0840771595155806,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0164193891939324,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0355226617506724,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0640919796623028,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0348563825542495,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.00671786606802621,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0223191319560238,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0275811046974645,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0319655898164603,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.00877802514762546,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0335475509972788,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0266042272836075,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0256575136402331,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0604699860780025,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0360088264462765,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0264484787723787,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.121296336173753,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0112308846288826,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.01839576506004,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0213179933411155,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0264768405500989,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0312758870931606,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0581894971058031,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0273118501647828,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0368341654542168,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0261975862038335,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.077411166047348,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0195992545900298,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0227127094596086,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.01805148262728,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0335463751330845,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0354244639015311,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0241722131666968,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.027606131599726,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0511353756057017,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.04645010650047,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0266604055365623,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0231929575283006,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0232640671699686,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0300028349529437,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0224908553701499,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0219944986216998,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0250482355244472,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0382050502754927,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0296269697852379,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0146408971029409,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0490697387802967,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0219544342368833,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0590437765493909,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.019957630629846,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0240191433036843,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0321576818292452,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0300608976122729,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0284666641314798,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0357048323951083,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0323526573850904,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0529371929200534,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0385217160814294,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0247219845734796,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0300421428331635,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0319848002905488,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.00825722902445918,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.0688259706027072,2,5,156,1,0,2,1,11
